sampleId,country,city,collectionDate,lat,long,season,locality,type,continent,set,nFlies,SRA_accession,SRA_experiment,year,yday,stationId,dist_km
NC_ra_03_n,USA,Raleigh,2003,35.77,-78.63,NA,NC,pooled,NorthAmerica,DrosRTEC,92,SRR1525697,SRX661836,2003,NA,USC00317074,6.63775321791878
NY_it_12_spring,USA,Ithaca,2012/07/25,42.44,-76.5,spring,NY_07_2012,pooled,NorthAmerica,DrosRTEC,30,SRR3590559,SRX1801504,2012,207,USC00304174,4.30252227045029
NY_it_12_fall,USA,Ithaca,2012/09/23,42.44,-76.5,fall,NY_09_2012,pooled,NorthAmerica,DrosRTEC,58,SRR3590558,SRX1801503,2012,267,USC00304174,4.30252227045029
PA_li_12_spring,USA,Linvilla,2012/07/16,39.88,-75.41,spring,PA_07_2012,pooled,NorthAmerica,DrosRTEC,115,SRR3590561,SRX1801506,2012,198,USC00365390,6.27214919870319
PA_li_11_fall,USA,Linvilla,2011/10/15,39.88,-75.41,fall,PA_10_2011,pooled,NorthAmerica,DrosRTEC,47,SRR1525773,SRX661842,2011,288,USC00365390,6.27214919870319
PA_li_12_fall,USA,Linvilla,2012/10/10,39.88,-75.41,fall,PA_10_2012,pooled,NorthAmerica,DrosRTEC,100,SRR3590560,SRX1801505,2012,284,USC00365390,6.27214919870319
PA_li_09_fall,USA,Linvilla,2009/11/15,39.88,-75.41,fall,PA_11_2009,pooled,NorthAmerica,DrosRTEC,74,SRR1525769,SRX661838,2009,319,USC00365390,6.27214919870319
PA_li_10_fall,USA,Linvilla,2010/11/15,39.88,-75.41,fall,PA_11_2010,pooled,NorthAmerica,DrosRTEC,33,SRR1525771,SRX661840,2010,319,USC00365390,6.27214919870319
PA_li_11_frost,USA,Linvilla,2011/11/15,39.88,-75.41,frost,PA_11_2011,pooled,NorthAmerica,DrosRTEC,50,SRR1525774,SRX661843,2011,319,USC00365390,6.27214919870319
PA_li_09_spring,USA,Linvilla,2009/07/15,39.88,-75.41,spring,PA_7_2009,pooled,NorthAmerica,DrosRTEC,55,SRR1525768,SRX661837,2009,196,USC00365390,6.27214919870319
PA_li_10_spring,USA,Linvilla,2010/07/15,39.88,-75.41,spring,PA_7_2010,pooled,NorthAmerica,DrosRTEC,116,SRR1525770,SRX661839,2010,196,USC00365390,6.27214919870319
PA_li_11_spring,USA,Linvilla,2011/07/15,39.88,-75.41,spring,PA_7_2011,pooled,NorthAmerica,DrosRTEC,75,SRR1525772,SRX661841,2011,196,USC00365390,6.27214919870319
PA_li_12_sum,USA,Linvilla,2012/09/13,39.88,-75.41,fall,PA_9_2012,pooled,NorthAmerica,DrosRTEC,50,SRR3590563,SRX1801508,2012,257,USC00365390,6.27214919870319
SC_eu_10_spring,USA,Eutawville,2010/07/15,33.39,-80.34,spring,SC,pooled,NorthAmerica,DrosRTEC,48,SRR1525696,SRX661835,2010,196,USC00384205,10.8770582659362
VA_ch_12_spring,USA,Charlottesville,2012/07/18,38,-78.47,spring,VA_07_2012,pooled,NorthAmerica,DrosRTEC,95,SRR3590551,SRX1801496,2012,200,USW00003759,0.475773344569174
VA_ch_12_fall,USA,Charlottesville,2012/11/05,38,-78.47,fall,VA_11_2012,pooled,NorthAmerica,DrosRTEC,50,SRR3590550,SRX1801495,2012,310,USW00003759,0.475773344569174
AT_gr_12_spring,Austria,Gross-Enzersdorf,2012/08/03,48.2,16.37,spring,VI_08_2012,pooled,Europe,DrosRTEC,62,SRR3590553,SRX1801498,2012,216,AU000005901,3.96932507912908
AT_gr_12_fall,Austria,Gross-Enzersdorf,2012/10/20,48.2,16.37,fall,VI_10_2012,pooled,Europe,DrosRTEC,44,SRR3590552,SRX1801497,2012,294,AU000005901,3.96932507912908
WI_cp_12_spring,USA,Cross Plains,2012/06/10,43.11,-89.65,spring,WI_06_2012,pooled,NorthAmerica,DrosRTEC,83,SRR3590555,SRX1801500,2012,162,USC00471416,14.7848498738423
WI_cp_12_fall,USA,Cross Plains,2012/09/11,43.11,-89.65,fall,WI_09_2012,pooled,NorthAmerica,DrosRTEC,164,SRR3590562,SRX1801507,2012,255,USC00471416,14.7848498738423
WI_cp_12_frost,USA,Cross Plains,2012/10/20,43.11,-89.65,frost,WI_10_2012,pooled,NorthAmerica,DrosRTEC,100,SRR3590554,SRX1801499,2012,294,USC00471416,14.7848498738423
CA_es_12_spring,USA,Esparto,2012/06/13,38.68,-122.046,spring,mel137_062012_RD,pooled,NorthAmerica,DrosRTEC,27,SRR3939042,SRX1968271,2012,165,USR0000CBRO,10.751105926937
WI_cp_13_spring,USA,Cross Plains,2013/07/02,43.11,-89.65,spring,mel13CWI7_SPT,pooled,NorthAmerica,DrosRTEC,130,SRR3939051,SRX1968280,2013,183,USC00471416,14.7848498738423
WI_cp_13_fall,USA,Cross Plains,2013/09/22,43.11,-89.65,fall,mel13CWI9_FAT,pooled,NorthAmerica,DrosRTEC,61,SRR3939052,SRX1968281,2013,265,USC00471416,14.7848498738423
PA_li_13_spring,USA,Linvilla,2013/06/15,39.88,-75.41,spring,mel13LN6_SPT,pooled,NorthAmerica,DrosRTEC,54,SRR3939095,SRX1968324,2013,166,USC00365390,6.27214919870319
UA_od_13_fall,Ukraine,Odessa,2013/10/15,46.49,30.71,fall,mel13OUK10_FAT,pooled,Europe,DrosRTEC,61,SRR3939053,SRX1968282,2013,288,UPM00033837,6.24245677417104
UA_od_13_spring,Ukraine,Odessa,2013/05/15,46.49,30.71,spring,mel13OUK5_SPT,pooled,Europe,DrosRTEC,37,SRR3939055,SRX1968284,2013,135,UPM00033837,6.24245677417104
CA_es_12_fall,USA,Esparto,2012/08/22,38.68,-122.046,fall,mel142_082012_RD,pooled,NorthAmerica,DrosRTEC,92,SRR3939043,SRX1968272,2012,235,USR0000CBRO,10.751105926937
CA_pl_12_fall,USA,Placerville,2012/08/25,38.74,-120.74,fall,mel144_082012_GB,pooled,NorthAmerica,DrosRTEC,100,SRR3939054,SRX1968283,2012,238,USC00046962,0.944751534017684
GA_at_14_fall,USA,Athens,2014/10/15,33.95,-83.36,fall,mel14AGA10_FAT,pooled,NorthAmerica,DrosRTEC,99,SRR3939056,SRX1968285,2014,288,USW00013873,3.01168023516442
GA_at_14_spring,USA,Athens,2014/06/15,33.95,-83.36,spring,mel14AGA6_SPT,pooled,NorthAmerica,DrosRTEC,44,SRR3939057,SRX1968286,2014,166,USW00013873,3.01168023516442
MI_bh_14_fall,USA,Benton Harbor,2014/11/05,42.1111,-86.4483,fall,mel14BHM11_FAT,pooled,NorthAmerica,DrosRTEC,34,SRR3939058,SRX1968287,2014,309,USC00200710,2.31802111054806
MI_bh_14_spring,USA,Benton Harbor,2014/07/26,42.1111,-86.4483,spring,mel14BHM7_SPT,pooled,NorthAmerica,DrosRTEC,106,SRR3939059,SRX1968288,2014,207,USC00200710,2.31802111054806
VA_ch_14_fall,USA,Charlotttesville,2014/10/14,38,-78.47,fall,mel14CUA10_FAT,pooled,NorthAmerica,DrosRTEC,76,SRR3939076,SRX1968305,2014,287,USW00003759,0.475773344569174
VA_ch_14_spring,USA,Charlotttesville,2014/06/25,38,-78.47,spring,mel14CUA6_SPT,pooled,NorthAmerica,DrosRTEC,104,SRR3939077,SRX1968306,2014,176,USW00003759,0.475773344569174
WI_cp_14_spring,USA,Cross Plains,2014/06/25,43.11,-89.65,spring,mel14CWI6_SPT,pooled,NorthAmerica,DrosRTEC,130,SRR3939078,SRX1968307,2014,176,USC00471416,14.7848498738423
WI_cp_14_fall,USA,Cross Plains,2014/09/18,43.11,-89.65,fall,mel14CWI9_FAT,pooled,NorthAmerica,DrosRTEC,61,SRR8061819,SRX4891299,2014,261,USC00471416,14.7848498738423
MA_la_14_fall,USA,Lancaster,2014/10/20,42.45,-71.67,fall,mel14LMA10_FAT,pooled,NorthAmerica,DrosRTEC,90,SRR3939080,SRX1968309,2014,293,USW00004780,13.3367347964349
MA_la_14_spring,USA,Lancaster,2014/07/20,42.45,-71.67,spring,mel14LMA7_SPT,pooled,NorthAmerica,DrosRTEC,32,SRR3939082,SRX1968311,2014,201,USW00004780,13.3367347964349
PA_li_14_fall,USA,Linvilla,2014/10/17,39.88,-75.41,fall,mel14LNPA10_FAT,pooled,NorthAmerica,DrosRTEC,50,SRR3939096,SRX1968325,2014,290,USW00013739,15.3599925895553
PA_li_14_spring,USA,Linvilla,2014/06/27,39.88,-75.41,spring,mel14LNPA6_SPT,pooled,NorthAmerica,DrosRTEC,92,SRR3939097,SRX1968326,2014,178,USW00013739,15.3599925895553
PA_st_14_fall,USA,State College,2014/10/16,40.793395,-77.860001,fall,mel14SCPA10_FAT,pooled,NorthAmerica,DrosRTEC,67,SRR3939083,SRX1968312,2014,289,USC00368449,0.607668176833498
PA_st_14_spring,USA,State College,2014/06/18,40.793395,-77.860001,spring,mel14SCPA6_SPT,pooled,NorthAmerica,DrosRTEC,45,SRR3939084,SRX1968313,2014,169,USC00368449,0.607668176833498
KA_to_14_fall,USA,Topeka,2014/10/22,39.202831,-95.741527,fall,mel14TKA10_FAT,pooled,NorthAmerica,DrosRTEC,48,SRR3939085,SRX1968314,2014,295,USC00148171,17.4011408798939
KA_to_14_spring,USA,Topeka,2014/06/22,39.0913433,-95.6246509,spring,mel14TKA6_SPT,pooled,NorthAmerica,DrosRTEC,72,SRR3939086,SRX1968315,2014,173,USW00013996,2.09570045260991
WA_se_14_spring,USA,Tacoma,2014/07/15,47.23713,-122.39627,spring,mel14TWA7,pooled,NorthAmerica,DrosRTEC,70,SRR8061818,SRX4891300,2014,196,USC00458278,1.64560730816846
CA_st_12_fall,USA,Stockton,2012/10/01,38.02,-121.2,fall,mel153_102012_FB,pooled,NorthAmerica,DrosRTEC,100,SRR3939081,SRX1968310,2012,275,USC00048560,10.5949704958614
CA_tu_12_fall,USA,Tuolumne,2012/10/10,37.97,-120.26,fall,mel156_102012_CO,pooled,NorthAmerica,DrosRTEC,116,SRR3939093,SRX1968322,2012,284,USR0000CELI,10.3977191268204
CA_st_12_frost,USA,Stockton,2012/11/15,38.02,-121.2,frost,mel158_112012_FB,pooled,NorthAmerica,DrosRTEC,58,SRR3939100,SRX1968329,2012,320,USC00048560,10.5949704958614
CA_tu_12_frost,USA,Tuolumne,2012/11/17,37.97,-120.26,frost,mel159_112012_CO,pooled,NorthAmerica,DrosRTEC,60,SRR3939101,SRX1968330,2012,322,USR0000CELI,10.3977191268204
VA_ch_15_fall,USA,Charlotttesville,2015/10/19,38,-78.47,fall,mel15CUA10_FAT,pooled,NorthAmerica,DrosRTEC,89,SRR3939087,SRX1968316,2015,292,USW00003759,0.475773344569174
VA_ch_15_spring,USA,Charlotttesville,2015/07/01,38,-78.47,spring,mel15CUA7_SPT,pooled,NorthAmerica,DrosRTEC,65,SRR3939088,SRX1968317,2015,182,USW00003759,0.475773344569174
PA_li_15_fall,USA,Linvilla,2015/10/15,39.88,-75.41,fall,mel15LN10_FAT,pooled,NorthAmerica,DrosRTEC,52,SRR3939098,SRX1968327,2015,288,USW00013739,15.3599925895553
PA_li_15_spring,USA,Linvilla,2015/07/15,39.88,-75.41,spring,mel15LN7_SPT,pooled,NorthAmerica,DrosRTEC,74,SRR3939099,SRX1968328,2015,196,USW00013739,15.3599925895553
PA_st_15_spring,USA,State College,2015/07/18,40.793395,-77.860001,spring,mel15SCPA7_SPT,pooled,NorthAmerica,DrosRTEC,47,SRR3939089,SRX1968318,2015,199,USC00368449,0.607668176833498
ON_su_15_spring,Canada,Sudbury,2015/08/03,46.53,-80.96,spring,mel15SON8_SPT,pooled,NorthAmerica,DrosRTEC,108,SRR3939091,SRX1968320,2015,215,CA006068145,16.8005693551746
ON_su_15_fall,Canada,Sudbury,2015/09/30,46.53,-80.96,fall,mel15SON9_FAT,pooled,NorthAmerica,DrosRTEC,110,SRR3939092,SRX1968321,2015,273,CA006068145,16.8005693551746
IL_ur_15_spring,USA,Urbana,2015/07/11,40.11,-88.21,spring,mel15UIL7_SPT,pooled,NorthAmerica,DrosRTEC,184,SRR3939094,SRX1968323,2015,192,USC00118740,3.88261132650152
CA_pl_12_frost,USA,Placerville,2012/11/18,38.74,-120.74,frost,mel160_112012_GB,pooled,NorthAmerica,DrosRTEC,56,SRR3939102,SRX1968331,2012,323,USC00046962,0.944751534017684
CA_es_12_frost,USA,Esparto,2012/11/20,38.68,-122.046,frost,mel161_112012_RD,pooled,NorthAmerica,DrosRTEC,92,SRR3939103,SRX1968332,2012,325,USR0000CBRO,10.751105926937
CA_es_13_spring,USA,Esparto,2013/05/07,38.68,-122.046,spring,mel169_052013_RD,pooled,NorthAmerica,DrosRTEC,50,SRR3939104,SRX1968333,2013,127,USR0000CBRO,10.751105926937
CA_tu_13_spring,USA,Tuolumne,2013/05/14,37.97,-120.26,spring,mel171_052013_CO,pooled,NorthAmerica,DrosRTEC,98,SRR3939044,SRX1968273,2013,134,USR0000CELI,10.3977191268204
CA_pl_13_fall,USA,Placerville,2013/08/30,38.74,-120.74,fall,mel175_082013_GB,pooled,NorthAmerica,DrosRTEC,88,SRR3939045,SRX1968274,2013,242,USC00046962,0.944751534017684
CA_tu_13_fall,USA,Tuolumne,2013/08/31,37.97,-120.26,fall,mel176_082013_CO,pooled,NorthAmerica,DrosRTEC,100,SRR3939046,SRX1968275,2013,243,USR0000CELI,10.3977191268204
CA_st_13_fall,USA,Stockton,2013/09/03,38.02,-121.2,fall,mel177_092013_FB,pooled,NorthAmerica,DrosRTEC,72,SRR3939047,SRX1968276,2013,246,USC00048560,10.5949704958614
CA_es_13_fall,USA,Esparto,2013/09/01,38.68,-122.046,fall,mel178_092013_RD,pooled,NorthAmerica,DrosRTEC,57,SRR3939048,SRX1968277,2013,244,USR0000CBRO,10.751105926937
CA_tu_13_frost,USA,Tuolumne,2013/12/08,37.97,-120.26,frost,mel180_122013_CO,pooled,NorthAmerica,DrosRTEC,100,SRR3939049,SRX1968278,2013,342,USR0000CELI,10.3977191268204
CA_pl_13_frost,USA,Placerville,2013/12/16,38.74,-120.74,frost,mel181_122013_GB,pooled,NorthAmerica,DrosRTEC,72,SRR3939050,SRX1968279,2013,350,USC00046962,0.944751534017684
B,China,Beijing,1992/9,39.91,116.41,NA,B,inbred_line,Asia,dgn,15,NA,NA,1992,NA,CHM00054511,11.1537133076834
CO,Cameroon,Oku,2004/4,6.25,10.43,NA,CO,haploid_embryo,Africa,dgn,10,NA,NA,2004,NA,NIM00065271,257.139824050464
EA,Ethiopia,Gambella,2011/12,8.25,34.59,NA,EA,inbred_line,Africa,dgn,20,NA,NA,2011,NA,ET000063403,104.494982797986
EB,Ethiopia,Bonga,2011/12,7.26,36.25,NA,EB,haploid_embryo,Africa,dgn,5,NA,NA,2011,NA,ET000063402,78.5316539337693
ED,Ethiopia,Dodola,2008/12,6.98,39.18,NA,ED,haploid_embryo,Africa,dgn,5,NA,NA,2008,NA,ET000063450,231.94622461393
EF,Ethiopia,Fiche,2011/12,9.81,38.63,NA,EF,inbred_line,Africa,dgn,63,NA,NA,2011,NA,ET000063450,86.9432096548427
EG,Egypt,Cairo,2011/1,30.1,31.32,NA,EG,inbred_line,Africa,dgn,29,NA,NA,2011,NA,EGM00062318,178.081211466086
ER,Ethiopia,Debre Birhan,2011/12,9.68,39.53,NA,ER,haploid_embryo,Africa,dgn,5,NA,NA,2011,NA,ET000063450,111.633065196712
FR,France,Lyon,2010/7,45.77,4.86,NA,FR,inbred_line,Europe,dgn,87,NA,NA,2010,NA,FR069029001,17.6270552387667
GA,Gabon,Franceville,2002/3,-1.65,13.6,NA,GA,haploid_embryo,Africa,dgn,9,NA,NA,2002,NA,GBM00064570,22.3338769175649
GU,Guinea,Dondé,2005/6,10.7,-12.25,NA,GU,haploid_embryo,Africa,dgn,5,NA,NA,2005,NA,GV000001820,40.97046013875
I,United States,Ithaca NY,2004,42.35,-76.57,NA,I,inbred_line,North_America,dgn,19,NA,NA,2004,NA,USC00304174,14.8437926710233
KN,Kenya,Nyahururu,2009/1,0.04,36.36,NA,KN,haploid_embryo,Africa,dgn,5,NA,NA,2009,NA,KEM00063686,131.117998715073
N,Netherlands,Houten,1998,52.02,5.1,NA,N,inbred_line,Europe,dgn,19,NA,NA,1998,NA,NLM00006260,10.331026487893
NG,Nigeria,Maiduguri,2004/9,11.85,13.16,NA,NG,haploid_embryo,Africa,dgn,6,NA,NA,2004,NA,NIM00065082,8.39011366241381
RAL,United States,Raleigh NC,2003,35.76,-78.66,NA,RAL,inbred_line,North_America,dgn,205,NA,NA,2003,NA,USC00317074,4.0250511982748
RG,Rwanda,Gikongoro,2008/12,-2.49,28.92,NA,RG,haploid_embryo,Africa,dgn,27,NA,NA,2008,NA,RWM00064387,147.326109601773
SB,South Africa,Barkly East,2011/12,-30.97,27.59,NA,SB,haploid_embryo,Africa,dgn,5,NA,NA,2011,NA,SF001771780,4.21197458795549
SD,South Africa,Dullstroom,2011/12,-25.42,30.1,NA,SD,inbred_line,Africa,dgn,76,NA,NA,2011,NA,SF005547860,51.2189890058864
SP,South Africa,Phalaborwa,2010/7,-23.94,31.14,NA,SP,inbred_line,Africa,dgn,30,NA,NA,2010,NA,MZM00067331,113.108754094043
T,Australia,Sorell TAS,2004,-42.77,147.56,NA,T,inbred_line,Australia,dgn,18,NA,NA,2004,NA,ASN00094008,8.47958780013036
UK,Uganda,Kisoro,2012/1,-1.28,29.69,NA,UK,haploid_embryo,Africa,dgn,5,NA,NA,2012,NA,RWM00064387,91.1063347855871
W,United States,Winters CA,1998,38.53,-121.97,NA,W,inbred_line,North_America,dgn,35,NA,NA,1998,NA,USC00049742,0.857213863392185
ZI,Zambia,Siavonga,2010/7,-16.54,28.72,NA,ZI,haploid_embryo,Africa,dgn,196,NA,NA,2010,NA,ZI000067775,298.464434171956
ZW,Zimbabwe,Victoria Falls,2001/7,-17.94,25.83,NA,ZW,inbred_line,Africa,dgn,9,NA,NA,2001,NA,ZA000067743,13.6829951386925
SIM,w501,w501,NA,NA,NA,NA,w501,inbred_line,NA,dgn,1,NA,NA,NA,NA,NA,NA
